id	mydate	author	posts	text	polarity
2573	2021-07-19 Jag finner ingen källa till att vaccinationsviljan är låg i Sverige när jag googlar . Du får gärna komma med en länk till ditt påstående . Du verkar inte heller komma med något konkret argument till att officiell vaccinationsstatistik inte skulle stämma . 	2021-07-19	POSITIVE
2574	2021-07-19 URL Vad du anser vara vettig förklaring tänker jag inte_ens bemöta . Jag skrev att bilden inte går ihop och det räcker så . 	2021-07-19	POSITIVE
2575	2021-07-19 Ja det är som_sagt upp till dig om du vill misstro officiella uppgifter . Artikeln du länkar till handlar enbart om vaccinationsviljan hos unga samt utlandsfödda och inte om landets invånare i stort . 	2021-07-19	NEUTRAL
2576	2021-07-19 Tänker inte vaccinera mig . Gulingjävlar kan skicka över miljon rätt ner i pluskan innan så jag får kompensation för ev . biverkningar som de i_stort_sett orsakat . Är inte det lite märkligt , att gulingar ligger bakom 80% av alla viruspandemier i modern tid ? 	2021-07-19	NEUTRAL
2577	2021-07-19 Tänker inte vaccinera mig . Folk får tycka vad dom vill 	2021-07-19	NEUTRAL
2578	2021-07-19 Ja det är väl på gång . 	2021-07-19	NEUTRAL
2579	2021-07-19 Såhär : Staten vill att vi ska vaccinera oss . Men viruset är ju ett biovapen från kina . Om inte svenska_staten erkänner detta och slåss för sina medborgares liv mot denna supermakt har dom inte min lojalitet , därav ingen vaccinering ! Saker handlar inte om saker längre , ALLT , vad du än tänker på , pratar om eller rör vid är politiskt idag , det har makterna bestämt , så då får dom leva med att jag politiserar allt . 	2021-07-19	POSITIVE
2580	2021-07-19 Har du ens den minsta lilla aning om hur jävla batfuck crazy du låter här ?? 	2021-07-19	NEUTRAL
2581	2021-07-19 Time will tell ! Jag hoppas att jag är galen , vore bättre för världen ! 	2021-07-19	POSITIVE
2582	2021-07-20 Tanker inte ta det skitet . Ar frisk , stark , halsosam och det syns pa min fysik . Har inte varit sjuk pa flera ar och kommer sla sonder alla overviktiga fetton som vill tvinga mig ta det . 	2021-07-20	NEUTRAL
2583	2021-07-20 källa ! källa på det ? vad är din källa ? hahaha ge mig en källa 80% av alla inlägg i f.f.a vaccin och/eller Covid_19 trådar är likt dessa exempel , ni lever inte i verkligheten , ni lever i en värld där hela eran världsbild är vad Fauci , SVT , TV4 och MSM säger att er världsbild är .. skulle de gå ut i kör imorgon och säga att vacciner är farliga skulle ni säga likadant .. ni är robotar/NPC . 	2021-07-20	NEUTRAL
2584	2021-07-20 källa ! källa på det ? vad är din källa ? hahaha ge mig en källa 80% av alla inlägg i f.f.a vaccin och/eller Covid_19 trådar är likt dessa exempel , ni lever inte i verkligheten , ni lever i en värld där hela eran världsbild är vad Fauci , SVT , TV4 och MSM säger att er världsbild är .. skulle de gå ut i kör imorgon och säga att vacciner är farliga skulle ni säga likadant .. ni är robotar/NPC . URL URL 	2021-07-20	NEUTRAL
2585	2021-07-20 Du verkar väldigt intresserad av coronavacciner . Har du några andra intressen än coronavacciner ? Cool bild du har , är han din idol ? 	2021-07-20	POSITIVE
2586	2021-07-20 Du kan ju läsa min historik om du är så intresserad av vad jag gillar att prata om här på Flashback ! Men helt klart så är ett av mina intressen varför vissa människor ( foliehattar ) kan tro på så in i helvetes dumma saker . Typ fake månlandning , Flat Earth , 5G svamlet , judar styr allt ... mm . 	2021-07-20	NEUTRAL
2587	2021-07-20 Jo , men man måste åtminstone kunna ta tåget till Danmark eller färjan till Tyskland vartannat år , eller något sådant . Tycker jag . Jag har själv inte flugit på över tio år . 	2021-07-20	NEUTRAL
2588	2021-07-20 Jag är förvånad att så många på flashback säger sig inte tänker ta det . Själv avvaktar jag ett tag . Jag har haft covid och borde ha ett visst skydd och tillhör inte riskgruper . Jag följer alltså brett weinsteins råd ( bl.a . men han är en av de jag lyssnar på ). 	2021-07-20	POSITIVE
2589	2021-07-20 Jag är rätt nyfiken på hur stor andel som kommer skippa vaccinet . Lär ju vara fler yngre än äldre som skippar det . Ska bli intressant att se vad vaccinationsgraden landar på i Sverige till slut . 	2021-07-20	POSITIVE
2590	2021-07-21 Låter som Tyskland för år sen 	2021-07-21	NEUTRAL
2591	2021-07-21 Vill du ha ett sådant samhälle där du helatiden måste bevisa att du har rätt medicinska dokument för att utföra basala nödvändigheter ? Vad blir nästa steg ? Kanske inte något som passar just dig ... vad gör du då ? 	2021-07-21	POSITIVE
2592	2021-07-21 Jag inväntar bättre studier/vaccin . Tror inte jag kommer ta pfizer eller moder vaccinet . 	2021-07-21	POSITIVE
2593	2021-07-21 Tror folk som vaccinerat sig , kommer få ångra sig bittert längre fram 	2021-07-21	NEUTRAL
2594	2021-07-21 Jag inväntar bättre studier/vaccin . Tror inte jag kommer ta pfizer eller moder vaccinet . 	2021-07-21	POSITIVE
2595	2021-07-21 Tror folk som vaccinerat sig , kommer få ångra sig bittert längre fram 	2021-07-21	NEUTRAL
2596	2021-07-27 Svar : NEJ ... är bildad och en riktig människa .. sorry .. så är jag fostrad ( tack o lov )! 	2021-07-27	POSITIVE
2597	2021-07-27 Jag känner ... alltså finns jag till .. kom igen Kiddo 	2021-07-27	NEUTRAL
2598	2021-07-27 Enligt psyktest på Sahlgrenska är det samma typ av person som inbillar sig att dom har Fibryallergi och Elallergiker . 	2021-07-27	NEUTRAL
2599	2021-07-27 Om jag ska låta skjuta_i_mig en läkemedelsprodukt med okända konsekvenser för en åkomma med 99.94% överlevnadsgrad ... ? Tänk vad effektiv massmedia har utvecklats sig till att vara om de får folk att tolka det som en god idé .. Om_än den IQ-fattiga delen av befolkningen .. 	2021-07-27	NEUTRAL
2600	2021-07-27 Om man efter 1,5 år inte förstått att man kan få stora skador på lungor , hjärna , hjärta osv av covid_19 även_om man överlever så är nog ens IQ inget att skryta om direkt . Det låter snarare som du är den som är förtidspensionerad . Sen borde du vet att alla covid19-vaccinen ingår i Läkemedelsförsäkringen . 	2021-07-27	NEUTRAL
2601	2021-07-28 Kul historisk kuriosa . Vad är poängen ? Ytterst få dör av tbc i väst idag och långt fler av covid . 	2021-07-28	POSITIVE
2602	2021-07-28 Att TBC är långt farligare för svaga människor än vad C19 är , att vaccin funkar dåligt och vi mer_eller_mindre kan utrota sjukdomar genom höjd levnadsstandard .. gäller i allra högsta_grad C19 ... det är poängen . URL Ne 	2021-07-28	POSITIVE
2603	2021-07-28 Vaccinering har pågått ett ganska bra tag nu . Det kommer inte dyka_upp några andra biverkningar oavsett hur mycket ni hoppas på det . Frågan är bara hur länge ni ska sitta och säga ; vänta bara , snart så ... 	2021-07-28	POSITIVE
2604	2021-07-28 Det är samma psykologiskt faktor som när en missbrukare vill att dens omgivning också ska missbruka . Man vill inte vara ensam i båten . Hen önskar klart att insikten att läsa på INNAN sprutan hade infunnit sig istället_för naiviteten . 	2021-07-28	POSITIVE
2605	2021-07-28 Vilka experter är det och vad har de haft rätt i än så länge ? Det är inte särskilt troligt att det inom sex månader kommer att dyka_upp några nya , märkliga biverkningar av vaccinerna . Det är ytterst få vaccin som historiskt har haft biverkningar som dykt_upp efter två år . 	2021-07-28	POSITIVE
2606	2021-07-28 Djurtester är klara 2023 . Lite naivt att tro på hur testperioden magiskt förkortats så dramatiskt . De alternativa tester är givetvis inte tillförlitliga . Vad_gäller långtidseffekter så har de oberoende_experter hela tiden sagt 2-3 år innan långtidseffekter väntas kraftigt visa sig . Redan nu ser vi dock effekterna . Att fullvaccinerade Nu drabbas hårdast och smittas har så klart med detta att göra . Men du vill inte ifrågasätta så innan du läser det på SVT vill du inte ta det till dig . 	2021-07-28	POSITIVE
2607	2021-07-28 Uppföljningen av djurtester ja . Vilka är dessa experter som påstår detta att långtidseffekter visar_sig efter 2-3 år ? Din sista mening stämmer inte alls överrens med vad vi ser i verkligheten . Sedan halmgubbar du fram att jag använder SVT som källa . Helt fel . Möjligen för att hitta deras källor . Jag råder dig till att sluta anta saker om folk , det blir bara fel . 	2021-07-28	NEUTRAL
2608	2021-07-28 Så länge antagande visar_sig stämma så är det all idé att fortsätta med dem . Du håller ju med mig utan att du förstår det själv . 	2021-07-28	POSITIVE
2609	2021-07-28 Jag hoppas att du har rätt , men vi kan inte utesluta att du har fel . Det gör inte heller Pfizer och därför har dom krävt och blivit beviljade ( unikt ) ansvarsfrihet . 	2021-07-28	POSITIVE
2610	2021-07-28 Nej sidan leder rätt bra , då blir vi några som lever vidare när dom andra får blodproppar och allt möjligt ... ( som a b s o l u t inte beror på något vaccin nejdå ) 	2021-07-28	NEUTRAL
2611	2021-07-28 Ja , ingen har en kristallkula och jag kan inte hävda att något inte kommer att hända . Lika lite som någon annan . Men än_så_länge ser det bra ut och jag hoppas att det förblir så och mycket tyder på det . 	2021-07-28	POSITIVE
2612	2021-07-28 Blir inget för min del . Inför de vaccinpass på arbetet eller livsmedelsaffär blir det fortfarande inget . Staten får försörja och handla åt mig i så fall . De kan köra_upp sina sprutor någonstans . 	2021-07-28	POSITIVE
2613	2021-07-28 Du har ingen aning om vad du svamlar om . Det dök inte upp några allvarliga_biverkning efter flera år i de tidigare djurtesterna . Man la ner de tidigare vaccinförsöken på_grund_av att det inte fanns någon efterfrågan på forskningen eller vaccinen . 	2021-07-28	NEUTRAL
2614	2021-07-28 Bra , ska inte gå lätt . Åtminstone är vår karma intakt . 	2021-07-28	POSITIVE
2615	2021-07-28 Visst , om du tror att du har det , så ... 	2021-07-28	NEUTRAL
2616	2021-07-28 Men nu kastas det en del pil i gummibåt här måste jag bara flika in . Det antas ganska fritt att alla som har minsta intresse av detta är antivaxxers . Det vore ju ytterst märkligt om så många blivit det helt plötsligt . Jag tror nämligen att det åtminstone i Sverige med våran sekularisering och vetenskapliga inriktning , är ganska ovanligt . Det borde väl anses ganska sunt att vara intresserad av att vilja veta så_mycket som möjligt om något så_pass nytt som man förväntas injiceras med ? Borde det inte anses mer konstigt egentligen att hylla det okritiskt , och inte vilja veta något mer ? När inte_ens tillverkar som tjänar multum med pengar på det , säger sig vara lika säkra på saken liksom .... 	2021-07-28	POSITIVE
2617	2021-07-28 Du förstår att du numera tillhör en minoritet när 77,3% har tagit minst en dos ? 	2021-07-28	NEUTRAL
2618	2021-07-28 Såklart inte . Vaccin är inte per se av ondo , det påstår jag inte . Men det finns några rejäla okynneshistorier i historien då vaccinprogram har skapat väldigt mycket lidande för de som hoppat på tåget i ett tidigt stadium . Googla . Google är din vän . 	2021-07-28	POSITIVE
2619	2021-07-28 Ja , det finns flera tragiska historier . Men vägt mot alla miljoner som vaccin räddat livet på är de ganska få . 	2021-07-28	NEUTRAL
2620	2021-07-29 Håller med . Förstår inte vad som driver personer som Helge.Palmcrantz . Makalöst och nästan lite bisarrt . 	2021-07-29	NEUTRAL
2621	2021-07-29 Duck Duck go är din vän . Google kan vi hiva till den sophög det hör hemma på 	2021-07-29	POSITIVE
2622	2021-07-29 Oscarsson får betalt för att tycka rätt . Godtrogna som helt utan kunskap försöker debattera för vaccinen i sin iver att visa att de tycker rätt . I ett anonymt forum . DET är patetiskt . 	2021-07-29	POSITIVE
2623	2021-07-29 Enkelt . Att inte vara foliehatt och sprida desinformation . Vad driver er nötskallar ? 	2021-07-29	NEUTRAL
2624	2021-07-29 Rekommenderar alla att testa andra sökmotorer än Google när ni söker information om covid . DuckDuckGo är ett alternativ och även_om den till viss del bygger på censurerade och vinklade resultat från andra sökmotorer , så är den inte riktigt lika svartvit som Google . Finns säkert andra bra sökmotorer som är helt ofiltrerade . 	2021-07-29	POSITIVE
2625	2021-07-29 Fan asså har sån jävla beslutsångest . Kan inte bestämma mig om jag ska vaccinera_mig eller ej . Jag har inte haft covid ännu vad jag vet iaf , har klarat_mig utmärkt och jag oroar_mig inte ifall jag skulle få det . Läser inga anti-vaxxer bloggar men samtidigt köper jag inte allt myndigheter säger . Ena sidan av mig säger nej skarpt men på senare tid tror jag att jag blivit allt för påverkad av andra som vaccinerat sig . 	2021-07-29	NEUTRAL
2626	2021-07-29 Gör som du vill ... läs på , båda sidorna ! Bilda dig en uppfattning ! Borde ligga i allas intresse och veta vad man sprutar_in i kroppen och inte lita_blint på på msm . Lite som försäkringar man kolla ju upp noga innan man tar en försäkring .. vad är försäkringen till ? Vilka regler gäller ? Är denna nödvändig för mig ? Osv osv 	2021-07-29	POSITIVE
2627	2021-07-29 Precis . Hur har / tänker du göra ? 	2021-07-29	NEUTRAL
2628	2021-07-29 Ser inte bara ut så , det ÄR så . 	2021-07-29	NEUTRAL
2629	2021-07-29 Fråga dem vad de tycker om läget på Island och Israel . Där har inget öppnats_upp trots_att en stor majoritet_av_befolkningen är vaccinerade . Nu kommer Delta-varianten , nya restriktioner och sprutor . Och därefter nya varianter så läge Överheten behagar . 	2021-07-29	POSITIVE
2630	2021-07-29 nää ja ska inte vaxxa mig ... mitt val ingen annans ! nu är jag en prepper , så jag kan fösvinna ur samhället när_det_gäller 	2021-07-29	NEUTRAL
2631	2021-07-29 Fast sånt trams kan man ju inte vika_ned_sig för , det bekräftar ju bara att man hade rätt från början med att det är en masspsykos som pågår i världen . 	2021-07-29	NEUTRAL
2632	2021-07-29 Underbart jordnära text . Tack ! Som ett glas kallt vatten en het sommardag .. 	2021-07-29	POSITIVE
2633	2021-07-29 Tror även du sett Israels officiella data ( länk är med i bilden ). URL 	2021-07-29	NEUTRAL
2634	2021-07-29 Den där tweeten säger inte det du påstod . Bara så du förstår det . 	2021-07-29	NEUTRAL
2635	2021-07-30 Kommer inte vaccinera_mig i år , aldrig trott på det här med att följa flocken . Om alla hoppar över en klippkant , hoppar du också ? Om det visar_sig att alla som vaccinerat_sig får en tredje arm eller blir sterila så är det bra att några av oss kan återbefolka planeten . Av den data som finns är coronahysterin överdriven , jag är inte anti vaccin , jag är ingen impulsiv människa men jag vill bli övertygad och den befintliga datan jag har tagit del av gör att jag med gott samvete kan avstå vaccinet . Att jag ska få allvarliga komplikationer är enligt oxford_university 1/120 under min livstid , det är en chans jag känner_mig villig att ta . 	2021-07-30	POSITIVE
2636	2021-07-30 Japp . Lär streta emot så_mycket jag kan . 	2021-07-30	NEUTRAL
2637	2021-07-30 Streta emot , det är fullt krig om det blir tal om tvångsvaccin . In i skogen med vapen och bygga befästningar . De kan köra_upp sina sprutor någonstans . Vill de dö för att vaccinera_mig så är de välkomna , dödar säkert tio st innan de tar mig . 	2021-07-30	NEUTRAL
2638	2021-07-30 nu var det ju inte så du skrev riktigt ... och ja jag har total misstro till myndigheter som det ser ut idag dessutom besvarade du inte frågan utan undvek den . ja eller nej fråga 	2021-07-30	NEUTRAL
2639	2021-07-30 Jag vet inte allt och tror inte att jag vet det heller 	2021-07-30	NEUTRAL
2640	2021-07-30 Ställ om den igen mer tydligt och utveckla så får du ett bättre svar . Det finns inte tillräckligt med data på deltavariantens dödsfall då de flesta i Indien är vaccinerade . I USA är de flesta dödsfallen ovaccinerade . URL 	2021-07-30	NEUTRAL
2641	2021-07-30 NEJ det är jag inte ser du vad enkelt det var att svara .. jag ställde en enkel fråga ! sedan att du tar till massa trams och glåp ord .. undra vem som är autistik horunge ? Du har enkelt kunna svarat nej så var det klart , hoppas kvällen vart förstörd iaf 	2021-07-30	NEUTRAL
2642	2021-07-31 Kredibiliteten hos bolagen som tillverkar vaccinen är i minsta hand tvivelaktig . Så nej , det kommer inte att bli av för min del . Men de som vill ta vaccinet är naturligtvis välkomna att göra så . Det är upp till var och en , så_länge det sker på en frivillig basis . 	2021-07-31	NEUTRAL
2643	2021-07-31 Låter som du har en stor kunskapslucka i hur man tolkar studier . Det kan jag se på det du har skrivit i tråden . Tror det hade varit lärorikt för dig att höra hur en oberoende_forskare tänker när hen resonerar kring studier . Vad vet du egentligen om vaccinstudierna ? Det är min fråga . 	2021-07-31	POSITIVE
2644	2021-07-31 Myndigheterna , media och läkemedelsbolagen har tyvärr bidragit till att vilseleda allmänheten . Det du bör göra är att läsa på så_mycket som möjligt .. 	2021-07-31	NEUTRAL
2645	2021-07-31 tack så_mycket att du tycker att jag kan likställas med Einstein ! det var snällt .. men jag utger mig inte för att vara de på något sätt alls ! varför skulle just jag göra det ? gör alla det ? ( tycker mig inte har sett eller läst det någon stans ) Men om jag är död , hur ska jag kunna kontakta dig ? ahh du kankse tror på andevärlden ! det gör inte jag iaf 	2021-07-31	NEUTRAL
2646	2021-08-01 Jupp , vaccinerad . Tänkte över det länge_och_väl innan . 	2021-08-01	NEUTRAL
2647	2021-08-02 Tackar för ett bra inlägg . Det är som sagt , inte bara att slänga fram en studie hur som helst . Data kan tolkas på flera sätt och det är t.ex stor skillnad på absoluta tal och andelar . Absolut risk och relativ risk osv osv . Sättet man presenterar datan på i massmedia är fruktansvärt ohederlig . Jag blir rasande på politiker och media som slänger_ur_sig saker som att vaccinet skyddar till 98% hit och dit . Dom flesta tror på detta . Det är inte många som har tid , lust eller mental kapacitet att sätta_sig_in i datan ordentligt . Det jag blir ännu mer förbannad över är att inte fler medicinare säger ifrån . För dom borde ta mig fan förstå detta ! 	2021-08-02	POSITIVE
2648	2021-08-02 Toppkommentar , du satte ord på mina tankar . 	2021-08-02	NEUTRAL
2649	2021-08-04 Det är bra och vettiga punkter som nog de flesta kan ta_till_sig och själva fundera kring . Tack för att du ville dela_med_dig av dem ! 	2021-08-04	POSITIVE
2650	2021-08-06 Varför vaccinerar ni er ? [ Egentligen ] Många jag har hört vaccinerar_sig för andras skull , medan andra vaccineras för sin egna skull . Vissa som_sagt att man vaccinerar_sig för samhället har samtidigt gått runt utan mask under restriktioner och varit ute bland stora folkmassor . Andra har tagit sprutan och sen börjar resa fritt och slutat hålla avstånd , fastän FHM fortfarande säger att man bör hålla distans osv . Vad är eran främsta anledningen att ta det ? För er själva , samhället , grupptryck eller annan anledning ? <face-with-monocle> 	2021-08-06	NEUTRAL
2651	2021-08-06 Intelligenta personer som Pernilla Wahlgren deltog ju i kampanjen kavla_upp . Bara en sån grej räcker för att 75% av landet vaccinerar sig . Det är smarta människor här vet du . 	2021-08-06	POSITIVE
2652	2021-08-06 För att dom flesta människor tror/tänker att det majoriteten tror/tycker är rätt och rimligt . 	2021-08-06	POSITIVE
2653	2021-08-06 För att jag vill tro att det skyddar mot corona . Har inte lust att få den pissiga sjukdomen . Antar att det är för att gratis är gott oxå , vaccineringen alltså . <smiling-face-with-sunglasses> 	2021-08-06	POSITIVE
2654	2021-08-06 Främst för att jag inte vill vara anledningen till att någon annan blir allvarligt sjuk . Samt för att vi så snabbt som möjligt ska bli_av med pandemin och ha möjlighet att leva som_vanligt igen . 	2021-08-06	POSITIVE
2655	2021-08-06 Dels för mig själv samt våga träffa anhöriga som inte får vaccinera_sig ( dålig_immunförsvar p.g.a . cancerbehandling ). Vid de besöken gäller fortfarande munskydd och visir . Men vi kan träffas i alla fall . 	2021-08-06	POSITIVE
2656	2021-08-06 1 : För att få ett pass som gör jag släpps_in på konserter 2 : För att kunna resa fritt mellan länder 	2021-08-06	POSITIVE
2657	2021-08-06 För att hjälpa till att få stopp på skite ! 	2021-08-06	NEUTRAL
2658	2021-08-06 Fick en känsla av att ovaccinerade kommer få hårdare och hårdare begränsningar och att vaccinet kommer sluta erbjudas eller kosta_skjortan sen . Vill inte fastna längst ner i något kastsystem . 	2021-08-06	NEUTRAL
2659	2021-08-06 Riskgrupp + jobb där jag träffar mycket människor . 	2021-08-06	NEUTRAL
2660	2021-08-06 inget virus har demonstrerats existera . men det är en lukrativ idé för vaccintillverkare och en potent politisk hävarm uppenbarligen . 	2021-08-06	POSITIVE
2661	2021-08-06 Tror du på allvar att du kommer få åtnjuta dessa förmåner bara för att du gick med på att injicera vaccinet ? Om detta system väl införs så kommer det till_slut krävas politisk status och kontakter för att kunna göra saker , att vaccinerade tror sig tillhöra denna priviligerade skara är skrattretande . Det är infrastruktren för ett modernt slavsamhälle som håller på att byggas_ut i_och_med vaccinpassen . 	2021-08-06	POSITIVE
2662	2021-08-06 enda slutet är insikten att det är ett stort bedrägeri . 	2021-08-06	NEUTRAL
2663	2021-08-06 Må så vara , men att inte göra något åt det kommer bara medföra ännu längre väntan . Jag tror att du är en bedrägare . En ödla möjligvis ? 	2021-08-06	POSITIVE
2664	2021-08-06 Aha . Så du tillhör de som tycker lösningen bara är att ingen ska vaccinera sig , en massa människor ska dö i onödan , samhället ska förbi stängt och man ska satsa alla sina pengar i folieaktier ? Topp . 	2021-08-06	NEUTRAL
2665	2021-08-06 Jag förstår att du anser att det är det bästa sättet ja . Hur känns det att majoriteten av kunniga på området , forskare och läkare mm , inte håller med dig ? Är det inte lite konstigt ? 	2021-08-06	NEUTRAL
2666	2021-08-06 På vintern är det mycket trevligt att träffa sin åriga mormor i minus grader på en gård . 	2021-08-06	POSITIVE
2667	2021-08-06 Tog vaccinet mest för frihetens skull , att kunna resa och röra_sig fritt i världen . Tycker sprutan är värd att ta istället_för_att bli nån andraklassens medborgare med begränsade rättigheter . Därför tog jag vaccinet . 	2021-08-06	POSITIVE
2668	2021-08-07 Mest för andras skull - för att minska risken att smitta och bidra till att få stopp på skiten . För min egen del är jag så_pass ung ändå att det sannolikt skulle gå bra för mig vid en infektion och tillhör inte någon riskgrupp ( vad jag vet ), även_om jag förstås ser det ökade skyddet som en bonus . Brukar också ta den årlig_influensasprutan av samma anledning . 	2021-08-07	POSITIVE
2669	2021-08-07 Vad menar du med åka snålskjuts ? Du är säker , räcker inte det ? 	2021-08-07	NEUTRAL
2670	2021-08-08 Självklart . Ren idioti att inte ta . Väntar in min andra_dos nu . 	2021-08-08	POSITIVE
2671	2021-08-08 Hur är det ren idioti att inte ta det . Skulle vara väldigt intressant att höra . 	2021-08-08	NEUTRAL
2672	2021-08-08 Ta vaccinet eller kanske dö inom snarframtid . Du vet att fisk för gravida är farligt ... dina argument är så typiskt användare lol 	2021-08-08	NEUTRAL
2673	2021-08-08 Egentligen är det ganska enkelt för det finns inga långtidsstudier på vaccinet ...!! WHO och läkare har sänkt ribban för att få till ett godkännande så är det bara...risk vs nytta kallas det och då får man räkna med lite svinn . Jag vill lägga till en punkt...självsäkerheten och attityden hos experter och läkare som propagerar för massvaccinering den kan vara skrämmande att höra ... 	2021-08-08	POSITIVE
2674	2021-08-08 Hmmm .. det var ju bra och tydliga belägg !! 	2021-08-08	POSITIVE
2675	2021-09-04 Inte allas klart , det finns vaccin som fungerat långa tider utan att de behövt ändra dem , denna typ av virus kanske ändrar sig ofta , men gör det slumpmässigt och då kan det gå långa tider utan förändring . 	2021-09-04	NEUTRAL
2676	2021-09-04 Tack , där nämns följande om Pandemrix : 	2021-09-04	POSITIVE
2677	2021-09-04 Jag förstår resonemanget . Samma sak gäller för_övrigt med C19-infektion . Om det inte hade rapporterats några dödsfall med C19 , så skulle det ha funnits anledning att tro att C19 faktiskt skyddar mot t.ex . lunghinneinflammation och andra sjukdomar som med viss frekvens avslutar livet på främst åldringar . Hur förklarar du det tiofaldigt mindre antalet rapporterade dödsfall efter Pandremix-injektionen , förresten ? Kan det alltså vara så_att svininfluensavaccinet hade en skyddande verkan mot blodproppar , med mera ? I_så_fall borde man kanske kombinera de nu aktuella injiceringar med en samtidig ny svininfluensavaccinering ? 	2021-09-04	POSITIVE
2678	2021-09-05 Att lymfkörtlar svullnar beror på att immunförsvaret sätts igång . Det är nog inget man behöver oroa_sig för . 	2021-09-05	NEUTRAL
2679	2021-09-05 Ja det låter helt naturligt . Ta en dubbeldos vettja . 	2021-09-05	POSITIVE
2680	2021-09-05 Eller också är det precis vad det är . Något att oroa_sig för . Ytterligare en ung kvinna som vill delge världen sina erfarenheter : URL 	2021-09-05	POSITIVE
2681	2021-09-05 En närstående till mig fick helt plötsligt kraftiga magsmärtor i nedre buken dagar efter den andra_dosen . Någon som har varit med om något liknande ? 	2021-09-05	NEUTRAL
2682	2021-09-05 Ja säkert . En del får även brusten blindtarm , bryter foten , eller får napp på Tinder dagar efter andra_dosen . 	2021-09-05	NEUTRAL
2683	2021-09-05 Polaren åkte på oment infarkt , typ en propp i tarmen några veckor efter första sprutan , han är förespråkare utav vaccinet och inget säger att det är sprutan som orsakat detta men iövrigt är han en full_frisk 25åring så jag har mina misstankar ... 	2021-09-05	POSITIVE
2684	2021-09-05 Ja magsmärtor är vad jag vet inte någon känd biverkning , efter miljarder givna vaccindoser världen över . Folk hamnar ju i diverse vanliga och ovanliga sjukdomstillstånd hela tiden . Med över miljoner vaccineringar i Sverige så är det helt naturligt att en hel del av dessa fall inträffar i_närtid efter en vaccination . 	2021-09-05	NEUTRAL
2685	2021-09-06 Berätta mer ! storlek , hur många mm 	2021-09-06	NEUTRAL
2686	2021-09-06 Togs d-dimer test när du kollade_upp hjärtat ? Om inte , -begär att få göra detta . Beskriver inte du ställena på kroppen där du just har vener ?, isf blir misstanken att sprutan du fick gick mer direkt ut i blodet än den skulle göra eftersom den ska sättas mellan musklerna . ( obs-min teori här ). 	2021-09-06	POSITIVE
2687	2021-09-06 Det kan ligga någonting i det du säger . Det måste vara lätt hänt att det blir på det sättet . 	2021-09-06	POSITIVE
2688	2021-09-06 Kan man få ett sådant test på sin vårdcentral ? 	2021-09-06	NEUTRAL
2689	2021-09-06 Detta låter helt normalt enligt vetenskapen . 	2021-09-06	NEUTRAL
2690	2021-09-06 Jag redovisar vad som hände med min kropp efter vaccinationen . 	2021-09-06	NEUTRAL
2691	2021-09-06 Sådana här problem är direkt mätbara med just D-Dimer test , vilka dock inte tycks existera i dessa rapporter . Det var en läkare i i Kanada som utförde just d-dimer test på vaxade som det blev ett jävla liv om innan han tystnade . Jag ser nu att han hette Dr . Hoffe , han är redan skrubbad på Google men finns kvar på Duckduckgo : URL Video : URL Oavsett om han har fel eller rätt , sättet man bemötte hans utsagor var inte precis vetenskapliga . 	2021-09-06	NEUTRAL
2692	2021-09-06 pfizer cor vaccin och ändrat luktsinne efter hej jag har tagit båda sprutor mot corona med pfizer , ca veckor efter första sprutan uppstod ibland att jag kunde tycka söta dofter luktade kemiskt/metall , detta kom vid några tillfällen o försvann . Efter andra sprutan kan jag tycka viss mat luktar svett , men detta har också försvunnit o allt är ok med luktsinnert . Är det någon annan som fått detta av vaccinet ? i_samband_med utlandsresa så är jag testad mot corona ggr så corona har jag inte haft vid tillfällena , inget jag oroar_mig för , kan ju skita i ta parfymen bara , men nu är allt som det ska igen med luktsinnet 	2021-09-06	NEUTRAL
2693	2021-09-06 Hur menar du ? Vad pekar mot det ? 	2021-09-06	NEUTRAL
2694	2021-09-06 Läs på om ADE och titta sedan på utvecklingen . 	2021-09-06	NEUTRAL
2695	2021-09-06 Har du en länk till studien ? 	2021-09-06	NEUTRAL
2696	2021-09-06 Vet inte vilken studie du syftar på men hittar du en ocensurerad sökmotor så borde du hitta dem båda direkt . 	2021-09-06	POSITIVE
2697	2021-09-06 Harwardstudien som du själv tog upp . Om du inte kan skicka en länk så tvivlar jag på att den existerar . Jag blir dock gärna glatt överraskad . 	2021-09-06	POSITIVE
2698	2021-09-07 Denna hittas tydligen på sjukhus i Bangkok : URL Jag vet inte om man är så rättfram i Sverige , på vaccinationsställena , om biverkningar . 	2021-09-07	NEUTRAL
2699	2021-09-07 Ber om ursäkt , helt fel ordval ! 	2021-09-07	NEUTRAL
2700	2021-09-07 Mammografi visar ny biverkning efter covid-vaccinering URL Ingenting att bry_sig om . Se så ! Ta er 3:e och 4:e spruta ! Skicka era barn till injiceringscentralen ; URL 	2021-09-07	NEUTRAL
