id	mydate	author	posts	text
1687	2021-06-16	Agens56	#1691	Tror du verkligen att de skulle vara oförsiktiga nog att framkalla massdöd? Det vore ju kontraproduktivt för dem själva. Bättre då att orsaka biverkning som visar sig först på betydligt längre sikt. Då kommer folk inte att göra kopplingen till vaccinen, särskilt inte med tanke på att nästan alla kommer att ha tagit dem. Dessa så kallade vaccin är säkert redan testade på bl.a. Guantanamofångar.
1688	2021-12-17	letsgobrandon	#294	URL Aftonbladet får väl dig att komma lite smått i brallan när det gäller källor
1689	2021-10-07	Sthlm007	#575	Helt korrekt, svensk media vet inte hur man översätter så det fick heta Nödgodkänt. Villkorat godkännande med krav på efterföljande studier är det som är riktigt. Intressanta är att om det av någon anledning skulle visa sig inte bli godkänt efter studier lämnats in :face-with-rolling-eyes:
1690	2021-06-16	Alcanarcarrer	#181	Jag menar och tror att om man inte på frivillig väg uppnår flockimmunitet så kommer man agera kraftfullt för att uppnå det. Jag vill personligen naturligtvis att vaccinering ska vara frivilligt men jag tror inte att staten, samhället, samfundet kommer att bry sig om frivillighet om man inte når målet.
1691	2021-01-01	Ichwill	#2133	Inte en chans att jag tänker vaccinera mig innan Helvetet fryser till is . Jag tänker inte visa någon som helst jävla solidaritet det detta jävla skitland som över 90% av svenskar förstört med politiker och medias hjälp...
1692	2021-12-07	rawjudge	#1666	Hör det hela tiden.. de bara du som vill hitta en enda färg och orsak till de här när det alltid sett ut såhär. Självklart äre möjligt att myokardit kan ske hos vaccinerade och tränar du hårt på det så har du en risk. Speciellt vid maxad puls. Ge mig lite data på det du hävdar. Jag har skickat mitt. Välkommen in i vården där allt de här sker dagligen och där man tror att alla bär på en allvarlig diagnos då man nästan bara ser sjukdomar.
1693	2021-03-22	IMBILDEN	#13552	Är inte heller någon vaccinskeptiker och jag har stor respekt för sjukdomen Covid 19 . Men bara för det ska man inte bli dum. Vi vet ju att AZ-vaccin har både lägre skyddseffekt, är mindre verksamt mot mutationer , samt är behäftat med både fler och allvarlig biverkningar. Kort sagt - Astra Zeneca vaccin är ett av de sämre covid19-vaccinen. Från EU och vissa andra myndigheter får man då höra att nyttan med vaccin är större än risker man tar när man blir sjuk. Min poäng är att Astra Zeneca vaccin inte ska jämföras med Covid 19 , utan astras vaccin ska jämföras med andra covid19-vaccin. Här verkar allt att döma astras vaccin vara väldigt mycket sämre. Det är skäl nog för att sluta vaccinera med det vaccin tycker jag. Man borde istället lägga mer krut på att skala upp produktionen av de bättre vaccin och vaccinera med dessa istället.
1694	2021-08-04	Porky123	#1782	nää varför skulle det krävas det?... det var en konstig kommentar av dig!
1695	2021-06-29	Cineasten	#19720	Löjligt. Jag är ärlig med att jag väntar med vaccinet, samma sak med flera kollegor. Än så länge har jag inte bemötts med sura blickar eller arga kommentarer från någon och jag har inte hört att kollegor skulle blivit illa bemötta heller när de berättat. De flesta på arbetsplatsen har blivit smittade, några har blivit svårt sjuka, de flesta hade mild symtom. Jag har än så länge lyckats hålla mig frisk men har varit rejält förkyld vid ett par tillfällen under det gångna året.
1696	2021-07-27	p1Schwab	#1443	Långtidssymptomen är inga fantasier men givetvis utnyttjar människor det. Samtidigt så spelar man myndigheter spel och blir en del av att öka vaccinationsviljan - regeringens mest prioriterade mål nu. Risken för en generell medborgare att dö i Covid 19 är 0,04%. Har man den minsta förståelse för vilka risker detta nya vaccin medför så är en massvaccination inget annat än vansinnig.
1697	2021-06-15	smultronkungen2	#2136	Men om de som är utbildade och mest kunniga inom ämnet som håller med konspirationsteoretiker inte får komma till tals vad händer då? Tänker då på att tillexempel näringslivets mediainstitut anklagar svenska medier för att inte låta meningsmotståndar komma till tal eller när rapporter kommer om maktspelt i USA där man vill undanhålla information från folket när det kommer till Corona och dess ursprung. Du menar alltså att om man stoppar huvudet i sanden och bara lyssnar på de som bekräftar en verklighetsbild så försvinner dom andra experter som har en annan bild av saken? Jag vet att jag har rätt där, kul att du kunde lära dig nånting. Vad du tycker är sannolikt eller inte kan du ta med nån annan om du inte tänker argumentera tydligt för VARFÖR det är osannolikt. Du menar att enda syftet som kan finnas med att ha gjort det med vilja är att ta fram ett effektiv vaccin så fort som möjligt eller vart vill du komma med din sista mening, varför skulle vi nu haft ett vaccin med god effektivitet redo om det var gjort med vilja? Nu när jag tänker efter, Har vi inte ett vaccin med god effekt som tagits fram rekordsnabbt? Menar du att det nu är bekräftat att det är skapat i ett labb? Som sagt förstår inte din sista mening.. Ja i din fantasivärld måste det vara så. Vi andra vet inte om dom samarbetat bara för att USA skulle haft nått med skapandet av virus att göra. För väldigt många är det inte ett dugg konstigt om det finns ett samarbete mellan Kina och USA, många menar nämligen att Biden är en marionettdocka åt kina (Jag vet att du i din fantasivärld vet hur det ligger till och att det är fel, men faktum är att många ser på saken annorlunda)
1698	2021-12-16	DerRoteBaron	#2151	Ja du, där kan man ju spekulera i oändlighet. Det enda man egentligen kan säga med säkerhet är att de vill att alla ska ta en regelbunden spruta, där propagandan och regimens bestraffningar är medel för att uppnå det.
1699	2021-07-04	Trolltestet	#13833	Då var det garanterat covid den dog av eftersom det inte finns några spikproteiner i vaccinen.
1700	2021-08-06	Lost.Villain	#4119	Ungefär 90% av Sveriges befolkning dör efter att ha tagit något vaccin.
1701	2021-09-08	granskottet80	#1614	Kan du visa en källa på det? Nej det kan du ej inte, för det är alldeles för tidigt att säga.
1702	2021-05-10	Talespin	#2420	Pfizer är lika illa. Inget av vaccin har genomgått några riktiga kliniska studier. De blev färdiga på mindre än ett år. Varför tror du att Big Pharma inte behöver ta något ansvar för eventuella biverkningar? De visste hur det skulle bli.
1703	2021-06-18	Porky123	#1801	Jag vet inte om en enda som har fått långtidscovid, har inte hört om någon heller... måste vara ett stockholmsfenomen? När killgissade jag? LÅNGT ifrån alla får komplikationer, det uppskattas hit och dit men man vet inte, det är väl mer en killgissning? en släkting fick covd för ett par veckorsedan, ingen feber ingen hosta lite snorig och dessutom ovaccinerad, frisk nu helt utan komplikationer konstigt! trodde alla dog eller vart inlagd .. Alla jag har hört om har verkligen inte farit illa alls, märkligt tycker jag när man jämför vad media framför jag vet inte vad man ska tro... iof bryr jag mig inte speciellt mycket om folk jag inte känner heller
1704	2021-01-05	justformybaby	#1279	vaccin kommer orsaka mycket mer skada än den påstådda pandemin.
1705	2021-01-03	flanders	#14649	Länka till hur farligt det är. Annars framstår du bara som en ännu större pajas.
1706	2021-07-01	Frispel2	#1858	Sen var det ju bara det där med att det handlar om inrapporterade misstänkta biverkningar, något som av någon anledning ofta utelämnas när det tas upp i denna typ av trådar. Det verkar vara svårt att förstå att folk får sjukdomar hela tiden oavsett vaccinering, det kommer per automatik att vara en del som får dessa sjukdomar i närtid till vaccineringen utan att vaccin är orsaken. Hade dessa sjukdomar INTE inträffat med viss frekvens bland nyvaccinerade så hade det varit läge att fundera på varför vaccin även skyddar mot dessa sjukdomar... Senast redigerad av Frispel2 2021-07-01 kl. 23:52.
1707	2021-12-04	magpest	#3807	Ja, och? Även virus har kinavirus spikprotein din debila tattare. Om vaccin är farligt på grund av spikprotein så är även virus det. Det är samma spikprotein.
1708	2021-10-21	Lost.Villain	#4119	Ja folk röker, dricker, knarkar och kör bil. Mer dödligt än vaccin. Folk är dumma.
1709	2021-12-17	Muriatsyra	#645	Det fanns ingen överdödlighet 2020. döda är ingenting, då det dör om året av alla andra dödsorsaker.
1710	2021-08-05	Blåtå	#564	Du bör i första hand gå och dö. Bill Gates skapade ett imperium på att skapa problem och sedan sälja lösningen. Snälla, psykopater blir inte plötsligt snälla utan förblir alltid psykopater, du är så jävla lättlurad och naiv så det är sorgligt. Nej, jag kommer inte tillåta detta ingrepp för något som dödar ett fåtal människor.
1711	2021-10-16	MachDiamonds	#1901	Då bör det vara lätt att se en exakt motsvarande korrelation i minskad diagnosticering under pandemin. Och då hade det redan funnits på papper. Man hade t.o.m. förutspått det med hög precision. Så det är ju lite konstigt att ansvariga i vården står som fågelholkar.
1712	2021-07-09	Frispel2	#1890	Seriöst, har du ingen koll alls eller trollar du bara? Det som rapporteras in är tillfällen när vaccin KAN vara orsaken. Dvs man rapporterar inte in dödsfall där någon blev påkörd av en bil, men om man dör av en stroke så rapporteras det. Sedan MÅSTE man jämföra dessa fall mot vad en motsvarande normalbefolkning kan tänkas råka ut för. Folk får stroke hela tiden utan att vaccin är inblandade, det är först när vaccinerade får stroke OFTARE än vad man kan förvänta sig som det finns anledning att tro att det är en faktiskt biverkning. Förstår du verkligen inte detta? Om inte annat så står det garanterat som en disclaimer i de databaser du hänvisar till och hämtar siffror från.
1713	2021-06-03	borskungen	#12147	Ivermectin går att få tag på i många länder, men inte i Sverige (I tablettform. Det finns någon utspädd salva som är receptbelagd och enbart får användas mot rosacea.). Det kan du tacka det korrupta Läkemedelsverket för.
1714	2021-06-14	Alcanarcarrer	#181	Holistisk statistik är en vedertagen typ av statistik som används i Holistien. I samtal med foliehattar, tokstollar och idioter ang nödvändigheten att ta covid vaccin hjälper inga argument eftersom samtliga foliehattar är utbildade statistiker, har en forskar examen och därmed kan läsa och förstå forskar rapporter samt kan göra relevanta källkritiska analyser. Samtliga är läkare och har specialist utbildning i klinisk virologi samt specialist utbildning i medicin. Alla argument mot vaccin här på Flashback är väl underbyggda och kritiskt granskade av vetenskaplig kommitté. Detsamma gäller covid vaccinens farlighet och långsiktiga biverkning som redan är fastställda, alltså jag fattar inte varför inte WHO och FHM tar intryck av all fantastisk kunskap som finns här och bygger sina strategier utifrån information som finns här skriven av gräddan av forskar eliten!
1715	2021-12-17	Fcuko	#659	Det är därför man brukar uttrycka sig Till följ av ... . Visst finns där en och annan som haft Covid och dött av andra saker men sannolikt mycket låg andel.
1716	2021-05-08	givemeyourmoney	#4043	Det har vi ingen aning om än, det får tiden utvisa.kom tillbaka om år, då kanske vi har facit.
1717	2021-09-12	Onkel	#5291	Kommer kineser att betala ut skadestånd ifall du får bieffekter av deras produkt? Jag har större misstro mot kineser viruslaboratorium, än mot vaccintillverkar . Därför tog jag vaccinet.
1718	2021-07-22	Haajib	#1701	Länder som var först med vaccin utvecklade delta och dör nu i drivor.
1719	2021-01-19	LisaLucky	#1604	Grattis för övrigt till oss alla i Sverige nu för att vaccin håller på ta slut och enbart 66 000 doser väntas från PZ nästa vecka. Till och med Tegnell är orolig, då måste det vara allvarligt. (även om jag nu mest tror Tegnell ljuger lika illa som Löfven och gärna ser fler av våra äldre dör först). Varför köper inte Sverige då in från de andra medicinbolagen? Finns ju ett par stycken provisoriskt godkända nu. Eller kanske det handlar om att staten gärna ser de äldre fortsätter dö ut? Grattis också till vi nu är uppe i st avlidna i viruset. (källa Expressen).
1720	2021-09-09	ormbiten	#6423	Något sådant kommer dock aldrig att inträffa i Sverige! Kanske i vissa andra länder under en period. Pandemin är slut nu och den skulle inte ens ha fått kallas för pandemi. Dom panikslagna politiker kommer dock aldrig att medge att det var fel att kalla hela cirkusen för pandemi.
1721	2021-08-11	12hoppihagen	#4382	Just han talade ur ett svenskt perspektiv, och det är lite som det du är inne på, det räcker med att en idiot tar sig över Öresundsbron så kan det vara kört, jag förstår fortfarande inte rädslan och skepsisen mot vaccinering, när det rekommenderas av politiker, läkare m.fl vars jobb någonstans är att ha vårat bästa i åtanke, jag resonerar ur ett svenskt perspektiv. Att komma vilda djur nära är betydligt svårare än människor, jag passerar ett tusental individer på en halvmeters avstånd varje dag på tunnelbanan, detta är betydligt svårare med vilda djur. Är du ett sånt där retard som lever på luft och självfallen frukt? Jag har inget problem med döden, det är väl det enda säkra som finns här i världen, återigen, jag förstår inte rädslan ni besitter kring vaccinering, människor som vigt sina liv åt detta rekommenderar det som ett bra verktyg mot covid, inte lösningen, jag förstår inte rädslan, är den lika stark hos dig när det gäller TBE-vaccinering, malariamedecin, hepatit osv? Ditt efterblivna resonerande förespråkar att vi alla bara ska acceptera döden oavsett, även om vi har möjlighet att undvika den. Covid är inte hittepå som himmel och helvete, det finns, jag har själv sett det med egna ögon, det är ingen myt. Oroar och oroar mig, jag ser det knappast som något positivt eller fall i rätt riktning att mutationer blossar, vem eller vad som är skyldig bryr jag mig inte om, frågan är hur mycket vaccinering skulle hjälpa, men återigen, jag är vaccinerad, mår bra, och hoppas fler vaccinerar sig.
1722	2021-09-30	arbetet	#27729	Nej, det var mot svininfluensa och ett traditionellt vaccin.
1723	2021-08-09	KlartSur	#4865	Att du orkar. Jag hade tagit vaccin dubbel dos, även om jag trott det var livsfarligt, hellre än att leva kvar med sådana som du.
1724	2021-10-20	CKCS	#1356	Alla sådana biverkning beror på blodproppar i varierande omfattning. Troligen får alla som mRNA vaccin blodproppar i någon omfattning men de flesta inte så de märker av det. Sen är det tur eller otur var de hamnar.
1725	2021-08-11	Vitsippan_79	#904	Klockrent! OM det skulle vara så att det påverkar fertiliteten så behöver det inte ske direkt. Kanske det tar ett tag för innan spikeproteinent skadat äggstockar . Sen behöver det inte heller drabba alla. Tänk om det skulle drabba, säg 75%, 50% eller 10%. Det vore en en fruktansvärd medicinsk skandal. Det är klart att i det enskilda fallet går det inte att veta. Det kan ta tid att bli gravid och många har problem. Men Vi får väl se hur det ser ut med antalet inskrivningar till mödravården senare i höst URL
1726	2021-07-25	Flashback100	#971	Utveckla gärna vad målen är så jag förstår. Från början var målet att tillåta en samhällsspridning förutsatt att vården inte överbelastas, flatten the curve. Man gjorde ingen lockdown som andra länder eftersom man tyckte att förr eller senare skulle alla få virus ändå.
1727	2021-09-15	arbetet	#27729	Ja, biverkning är många med vaccin . Man kan t.o.m. dö om man inte tar dem: Radioprofiler hetsade mot vaccin - dog med covid Radioprofiler uppmanade lyssnar att bojkotta vaccinet. Nu är minst fem av dem döda med covid-19. - Radiopratar är problemet, inte vaccinet, menar kritiker . URL Tråkigt för Bob Enyart och djupt tragiskt med tanke på att han lyckades stämma Colorado för olagliga restriktioner i samband med kyrkobesök: Colorado's COVID-19 restrictions on churches violate Constitution, federal judge rules State appeals U. S. District Court judge's ruling, saying he fatally erred when he interpreted Colorado law URL Här är några andra ur intelligensreserven. Mr. Anti-Vaxx och tre andra är inte längre med oss: Four conservative radio talk-show hosts bashed coronavirus vaccines. Then they got sick. URL
1728	2021-10-12	LadySweden	#12228	Jag är kvinna, så jag vet. ... Även om jag själv är i åldern där min mens börjar bli oregelbunden av naturlig skäl. Jag kollar bara så att jag förstått dig rätt; Den här kraftiga smärtan varade några timmar tills mensen kom och försvann eller blev som din vanliga mensvärk när du började blöda? Eller förstod jag fel och smärtan var kvar? Då vaccin läcker ut i blodomloppet får celler i många olika delar av kroppen tillsägelse att producera det protein som immunförsvaret reagerar på. Det vet vi. Inflammationer är ett sätt för kroppen att attackera främmande element, i det här fallet det cellproducerade proteinet. Dvs; Jag är övertygad om att inflammation är orsaken.
1729	2021-01-06	Herr	#347	Så bra då. De som legat flera veckor i respirator vad har du att säga dem? Sätt ett rött band runt skallen din så vi andra kan undvika smittspridare som du.
1730	2021-08-11	arbetet	#27727	Jag har sett det med egna ögon och det är ingen trevlig död ganska olik andra förlopp genom att patienten gradvis kvävs eller drunknar kanske. Som om någon under några dygn sakta stryper dig. Jag satt med min mor genom hela förloppet. Tack vare morfin och midazolam blev det ett så bra avslut som det kunde bli i den situationen. Men att se syremättnaden sakta minska i blodet och se min mor kämpa med en högflödesmask var ingen rolig upplevelse. Alltför många har inte fått någon hjälp särskilt i andra länder som Brasilien och Indien. Ett obeskrivligt lidande i en sådan omfattning man inte kan föreställa dig. Så hela ditt resonemang faller och signalerar bara att du antagligen inte har de kognitiva kvaliteter till mer komplexa analyser. Du är dum i huvudet helt enkelt.
1731	2021-09-04	Lugnochro	#3089	Förstår att det snurrar i ditt huvud. Verkar lättsnurrat.
1732	2021-08-05	von	#6446	Jag är tydlig med att anti-vaxxers inte förtjänar respekt. De förlänger den globala pandemin och förstör samhället. Människor dör pga deras idioti. Som tur är börjar det bli överväldigande anti-vaxxers som dör så då kan vi snart gå vidare. Folk som inte tror på covid ska givetvis inte vårdas för covid. Det är självklarheter. Jag har tagit det på allvar.
1733	2021-09-09	Lienna	#41	Kolla i tabellen B. Läs statistiken från höger till vänster. Och det fattas 95-50% I respektive rad. Och då man inte räknas in som vaccinerad förrän dag efter dos 2. Så verkar de stora antal som blivit svårt sjuka eller dött varit personer som vaccinerats med en eller två doser men inte passerat dag efter dos 2. Detta är en given tolkning men man kanske kan läsa det på annat sätt? eller var verkligen 95% av de som är över och fick intensivvård vaccinerade (även öm de inte räknades som fullvaccinerade)? Isåfall en gigantisk märkning av mainstream media...
1734	2021-08-09	RostigHink	#5801	Ja det är väl bra att man utvecklat en test som kan detektera både covid och influensa. Nuvarande RT-PCR detekterar enbart covid men att det skulle detektera influensa som om det vore covid är felaktigt.
1735	2021-10-25	libben	#3761	Nej, det är inte tack vara antivaxare som vi kommer få leva med nytt virus resten av livet. För att virus ska försvinna eller hamna i träda så måste vaccinationseffekten ligga på runt 98-99 procent. Det gör det inte idag. Dessutom sprider vaxat folk virus väldigt mycket iom att de inte tar hänsyn till avstånd osv, även innan restriktioner släpptes så började folk överallt skita i allt. Folk som ännu inte vaccinerat sig verkar mer mognare i frågan och sköter sig bättre i mina ögon. Antivaxare al'a riktiga konspirationsdårar på samma nivå som man hittar i usa, dem är extremt få i sverige. Sedan har vi extremt oförmögna individer i klansamhällen som inte verkar förstå risken och lever sitt liv som vanligt med full kontakt dagligen, det är mer okunskap samt svårt att ta till sig information på ett bra sätt.
1736	2021-06-18	Alcanarcarrer	#181	Källa på. Det här hände en full frisk årig kvinna. Det var massiv hjärnblödning, hjärtinfarkt, proppar i vänster lunga, blödning i och runt binjuren, kraftig blödning i tarmsystemet och proppar i vensystemet. - Hon kollapsade helt enkelt invärtes, säger Thomas. Att allt det där sker på samma gång av en slump några veckor efter injiceringen? Jo tjena.
1737	2021-09-04	Lugnochro	#3091	Med tanke på hur mycket information det finns öppet på nätet om grafen graphene och world economic forum så kan man inte vara helt säker på att så är fallet. Googlar man graphene och world economic forum och går vidare därifrån så hittar man mycket intressant. Tidskrävande? Ja, inte många som orkar tugga genom timtals med intervjuer men för de med intresse och tid är det otroligt mycket information som går att koppla till dagens situation. Anledning till att jag svarar är att du redan är på det spåret.
1738	2021-03-14	rerreip	#9	Någon som vet mer om helvirusvaccin som det proteinbaserade vaccin från Novavax? Baserat på vad jag läst är det kanske det enda vaccin jag eventuellt hade kunna överväga att pumpa i mig. Är egentligen inte emot vaccin, trots att jag undvikit all form av labbsaft de senaste åren. Och ser ingen poäng, för egen del, att ta ett covid vaccin heller. Hur som helst ser det ju tyvärr onekligen ut som att man en vacker dag måste skjuta i sig lite härlig big pharma sangria i överarmen.
1739	2021-02-28	kjellkritisk	#6704	Det är det med dessa vaccin också genom de fas tester som föregått godkännande, inga nya biverkning utifrån vaccineringar har visats som orsakssamband. Bara det infantila i försökskanin dravlet visar att du har ingen argumentation mer än att du är emot det du inte förstår.
1740	2021-05-15	gärningsmannen	#1848	Nä, det är inga trovärdiga källor. Några starka argument har jag hittils inte sett. Vaccinmotståndar är ofta personer som låter sig luras och blir missledda av diverse antivaxxfigurer. Problemet med Lars Berns hemmasnickrade teori om spikprotein är att han inte kan ha läst studien han hänvisar till. Eller rättare sagt, Lars Bern hänger på befintlig desinformation. Studien handlar inte om spikprotein kopplat till vaccinet. Detta framgår tydligt på sista raden i studien. Har du läst den? Om inte så har du en sammanfattning här: URL Och nej, jag är inte ännu vaccinerad.
1741	2021-03-16	kkkrim	#1201	Säg det till alla de som fått immunsvar med hög feber och ledsmärta tillsammans med övriga c19-symptom, så illa att de stoppat massvaccinationen på flera ställen för att inte dränera vården på personal. Väg sedan detta mot vilka symptom och sjukdomslängd en full frisk person utanför riskgrupp får av c19... Jodå, TRAMS!....
1742	2021-06-04	Reverend.Camden	#8357	Fast det har väl visat sig att just nyckeln är skadligt för kärlen.
1743	2021-08-05	Vastarien	#145	Ha viss barmhärtighet för öst, de fick veta vad kommunism egentligen betydde. Litegrann som ditt gratis .
1744	2021-06-25	Pankotanko	#167	Har du dödslängtan? Sök hjälp innan det är för sent.
1745	2021-01-29	Antialles	#1597	Jodå jag går till fnask regelbundet för att visa solidaritet med världens äldsta yrke... Jaha så man ska å ena sidan betala skatter till sjukvården men sen inte få tillgång till samma sjukvård? Ärligt talat, er rädsla för döden är ju minst sagt patetiskt. Du kommer att dö en vacker dag, försök att acceptera det så kanske du blir mindre skitnödig efter det. Och på tal om solidaritet, nu är jag inte fattig direkt men om jag hade varit det hade du skänkt mig en slant? Knappast troligt... Så varför i helvete ska jag ta en potentiell giftspruta för att visa solidaritet bara för att du skiter på dig av rädsla för detta virus? Helt jävla sanslöst hur korkade folk är. Är du under år och inte har en massa underliggande sjukdomar så är risken att dö ungefär lika stor som att dö i en flygplansolycka. Men du och säkert många med dig sätter er gärna i ett flygplan utan att skita på er, men när det gäller detta virus (om det ens verkligen existerar) så är det full panik. Patetiskt...
1746	2021-08-12	KlartSur	#4865	Nej, du ljuger fullständigt. Du skrev: Men för knappt två månader sedan: (FB) Vad är era tankar angående vaccination mot covid 19 Skrev du: Dessa svårt sjuka personer tyckte du inte ens var lönt att nämna nu, för alla andra du känner är ännu mer sjuka? Du är helt enkelt en lögnare! Förklara gärna anledningen.
1747	2021-07-22	Intensivtklok	#4807	Så, vad handlar det om då, menar du? :-)
1748	2021-12-08	nongming	#580	Jag fick hjärtattack och bältros av vaccinet. Har även huvudvärk av och till i flera dagar. Kan vara en hjärntumör men ska efterforska mer innan jag vet säkert. Litar inte på vad globalistläkar och deras diagnoser säger.
1749	2021-12-15	Rasputin420	#778	Helt klart men det handlar också om världsbild och identitet. Ingen vill erkänna att den har fel för att ha fel rubbar dess världsbild och därav identitet. Du kan inte få en AIKare att sluta hejja på AIK bara för att AIK ligger sist och är helt jävla sämst. Den personen har hejjat på AIK hela sitt liv och kommer aldrig sluta hejja på AIK. Lite samma sak
1750	2021-10-11	nisseabc	#132	Vaccinmotståndare Till att börja med får vi väl anta att de flesta med någorlunda tilltro till expertis måste hålla med om att vaccinering verkar vara ett av de bästa medlen för att minska risken för svår sjukdom och död. Men vissa gör jämförelser med nazityskland och apartheid vilket ju inte är eftersom du fortfarande har ett val. Motståndare tycker att det är individens rättighet att bestämma över sin kropp och det kan jag hålla med om. Men problemet är ju att avstå vaccin inte bara berör dig utan även din omgivning och samhället i stort. Blir man sjuk riskerar man att smitta andra och kanske belasta sjukhus och ta upp en IVA-plats. Tar du vaccin är smittan begränsad till obefintlig smitta eller någon dag och inte veckor eller akut vård. Med samma negativa logik kan man ju hävda att det är individens rättighet att köra bil så fort som man vill, det är min bil och kropp. Men du kan fortfarande skada andra. Hävdar man individens rättighet att inte vaccinera sig bör man även lägga till individens skyldighet att i så fall flytta ut i skogen eller konstant undvika anda människor och folksamlingar.
1751	2021-08-11	Moentos	#5295	De har vel godt sygdomstilfælde om dagen, som vel svarer til sygdomstilfældene om dagen i Danmark. Den største del af disse tilfælde må formodes at være iblandt de uvaccinerede. Når der ikke er 100% vaccinedækning og nogen er vaccineret med knapt så effektive vaccin vil der forekomme sygdomstilfælde, men det vigtigste er at dødsfaldenes antal holdes nær 0.
1752	2021-09-13	MachDiamonds	#4300	12 av åren sedan har haft högre dödlighet än 2020. Covid är bara farligt i din fantasi. Som med andra luftvägsvirus så är det farligt för gamla och sjuka, men relativt harmlöst för resten. Du gillar att vara rädd, det får dig att känna dig levande. Jag tror aldrig du kommer bli vuxen.
1753	2021-08-02	jori9900s	#2078	Är du dum i huvudet eller? Hur skulle det skydda andra om jag tar giftsprutan? Det är som om jag använder bilbälte skulle skydda dom som vägrar använda det och krockar.
1754	2021-07-18	St0ny	#2575	Haha, precis som alla de människor som dog MED CV-19, och inte AV. Hyckleriet är värre än någonsin när det gäller denna pandemi .
1755	2021-10-20	korrektamund0	#4199	Du menar att det är en konspirationsteori att man INTE blir magnetisk av COVID-vaccin? Nu får de faktiskt göra något åt utbildningssystemet i det här landet, för så här kan vi inte ha det längre...
1756	2021-05-29	TheOldOneKnows	#1822	Bra fråga. För att vi vet inte vad mer som är i genterapier , eller hur dessa påverkar kroppen på lång sikt ens generellt. Kanske blir man steril? Ja då kan det ju vara dåligt för barn kanske? Eller är det enligt dig bättre att chansa på människans utrotning än att låta barnen slippa en onödig riskabel behandling för ett virus som ändå inte är någon fara för dem. Helt ofarligt. För deras immunförsvar är starkast av alla åldersgrupper mot virus. De besegrar i veckan. Därför är de jämt snoriga. Jorden har miljoner olika virus, de flesta blir man förkyld av. Av den lilla del som fungerar på människor. Onödigt vetande? Ja för dig tydligen.
1757	2021-06-27	RostigHink	#6403	Problemet är att skyddet inte är 100%.
1758	2021-09-06	rusellpeters	#3268	Bältros som är samma virus som vattkoppor ligger latent i kroppen och trycks ned av immunförsvaret, men det är en sjukdom som har ökat hos nyvaccinerade pga att immunförsvaret inte orkar hålla tillbaka det. In some cases, the COVID-19 coronavirus does seem to reactivate the herpes zoster virus if a person already has had shingles or chickenpox. This can cause symptoms of shingles Finns många påbörjade studier om bältrosökningen. Men vaccination eller inte, är i första hand en frhetsfråga. Kan man tillåta läsk,chips cigaretter motocyklar skadedrabbande idrotter tex fotboll så ska man låta folk själva bestämma över sin kropp.
1759	2021-08-08	RostigHink	#5728	Framförallt fylls boendena på med nya skröpliga hela tiden. Som redan är vaccinerade.
1760	2021-09-06	spanaren007	#716	På vilket sätt blir du hjälpt av att jag vaccinerar mig? Om jag genomgår infektionen på vanligtvis och blir immun +10 år framåt är det på något sätt dåligt för er andra som valt att vaccinera er? Rädsla och avundsjuka är det enda som jag kan tänka mig.
1761	2021-09-11	gamladufria	#539	Klart det finns de som är immuna. Hur skulle världen ha överlevt tidigare? När det inte fanns vaccin.
1762	2021-06-15	Mikie	#1462	I dagens läge vet jag inte ens om det finns något man kan kalla för trovärdig källa. Ena sidan säger att vaccin är ofarligt eller i alla fall bättre än att få viruset, andra sidan säger att vaccin är obeprövat och kan orsaka allehanda skit... det som skiljer de två åt är att den ena sidan promotas som satan på alla big tech plattformar medans den andra sidan blir totalcensurerade. För min egen del så brukar jag säga att det som är verkligt intressant är inte det som visas officiellt utan vad det är man försöker tysta ner. Känner du tvivel så skulle jag rekommendera dig att avvakta. Om du väntar kan du alltid ta sprutan vid ett senare tillfälle... men om du väl tagit den kommer du aldrig att kunna få det ogjort oavsett om du skulle ångra dig eller inte. För mig är det alldeles för mycket oklarheter för att jag ens ska vilja ta i skiten med tång... men det är jag, du gör precis som du vill.
1763	2021-07-27	Love.Thy.Neighbor	#1188	Grövre varianter? När virus muterar blir det ju mildare, det är ju det som pågår just nu. No worries.
1764	2021-03-31	tenor302	#3269	Jag åkte upp till Älvsjömässan igår och fick dos av Astra Zeneca vaccin. Skulle tro att det var ca personer som hanns med den dagen. Där var bemannade vaccinations-bord... Fördelen av minimerad risk för svåra verkningar av Covid-infektion är ju mångdubbelt (faktor eller så..) större än risken för biverkningar. Alla medicinska preparat/åtgärder medför risker! /T
1765	2021-12-05	Reverend.Camden	#6501	Vaccinet triggar väl immunförsvaret med bara ett spikeprotein (som kroppen själv instrueras att tillverka) medans genomgången infektion lär kroppen att känna igen och minnas hela virus och kan därför skydda mot fler varianter.
1766	2021-04-07	coronaless	#157	Helt rätt att pröva vaccin på de som verkligen riskerar att dö av viruset, dvs + och andra i allvarlig riskzon. Samma gäller då som om man är allvarligt sjuk i en sjukdom-då är ,an villig på ett helst annat sätt att pröva en ny medicin. Är man fullt frisk, eller bara lindrigt sjuk finns det ingen anledning att pröva ett vaccin som man idag endast vet gör dig mindre sjuk.
